currency,data_format,industry_format,tic,fyear,company name,stockholders_equity,net income,revenue,,,
USD,STD,INDL,ABT,2010,ABBOTT LABORATORIES,22388.135,4626.172,35166.721,,,
USD,STD,INDL,ABT,2011,ABBOTT LABORATORIES,24439.833,4728.449,38851.259,,,
USD,STD,INDL,ABT,2012,ABBOTT LABORATORIES,26720.961,5962.92,39873.91,,,
USD,STD,INDL,ABT,2013,ABBOTT LABORATORIES,25171,2576,21848,,,
USD,STD,INDL,ABT,2014,ABBOTT LABORATORIES,21526,2284,20247,,,
USD,STD,INDL,ABT,2015,ABBOTT LABORATORIES,21211,4423,20405,,,101
USD,STD,INDL,ABT,2016,ABBOTT LABORATORIES,20538,1400,20853,,,
USD,STD,INDL,ABT,2017,ABBOTT LABORATORIES,30897,477,27390,,,
USD,STD,INDL,ABT,2018,ABBOTT LABORATORIES,30524,2368,30578,,,
USD,STD,INDL,ABT,2019,ABBOTT LABORATORIES,31088,3687,31904,,,
USD,STD,INDL,ABT,2020,ABBOTT LABORATORIES,32784,4495,34608,,,
USD,STD,INDL,ABT,2021,ABBOTT LABORATORIES,35802,7071,43075,,,
USD,STD,INDL,ABT,2022,ABBOTT LABORATORIES,36686,6933,43653,,,
USD,STD,INDL,ABT,2023,ABBOTT LABORATORIES,38603,5723,40109,,,
USD,STD,INDL,ABT,2024,ABBOTT LABORATORIES,47664,13402,41950,,,
USD,STD,INDL,AMD,2010,ADVANCED MICRO DEVICES,1013,471,6494,,,
USD,STD,INDL,AMD,2011,ADVANCED MICRO DEVICES,1590,491,6568,,,
USD,STD,INDL,AMD,2012,ADVANCED MICRO DEVICES,538,-1183,5422,,,
USD,STD,INDL,AMD,2013,ADVANCED MICRO DEVICES,544,-83,5299,,,
USD,STD,INDL,AMD,2014,ADVANCED MICRO DEVICES,187,-403,5506,,,
USD,STD,INDL,AMD,2015,ADVANCED MICRO DEVICES,-412,-660,3991,,,
USD,STD,INDL,AMD,2016,ADVANCED MICRO DEVICES,416,-497,4272,,,
USD,STD,INDL,AMD,2017,ADVANCED MICRO DEVICES,611,43,5329,,,
USD,STD,INDL,AMD,2018,ADVANCED MICRO DEVICES,1266,337,6475,,,
USD,STD,INDL,AMD,2019,ADVANCED MICRO DEVICES,2827,341,6731,,,
USD,STD,INDL,AMD,2020,ADVANCED MICRO DEVICES,5837,2490,9763,,,
USD,STD,INDL,AMD,2021,ADVANCED MICRO DEVICES,7497,3162,16434,,,
USD,STD,INDL,AMD,2022,ADVANCED MICRO DEVICES,54750,1320,23601,,,
USD,STD,INDL,AMD,2023,ADVANCED MICRO DEVICES,55892,854,22680,,,
USD,STD,INDL,AMD,2024,ADVANCED MICRO DEVICES,57568,1641,25785,,,
USD,STD,INDL,HON,2010,HONEYWELL INTERNATIONAL INC,10666,2022,33370,,,
USD,STD,INDL,HON,2011,HONEYWELL INTERNATIONAL INC,10806,2067,36529,,,
USD,STD,INDL,HON,2012,HONEYWELL INTERNATIONAL INC,12975,2926,37665,,,
USD,STD,INDL,HON,2013,HONEYWELL INTERNATIONAL INC,17467,3924,39055,,,
USD,STD,INDL,HON,2014,HONEYWELL INTERNATIONAL INC,17657,4239,40306,,,
USD,STD,INDL,HON,2015,HONEYWELL INTERNATIONAL INC,18283,4768,38581,,,
USD,STD,INDL,HON,2016,HONEYWELL INTERNATIONAL INC,19369,4809,39302,,,
USD,STD,INDL,HON,2017,HONEYWELL INTERNATIONAL INC,17276,1655,40534,,,
USD,STD,INDL,HON,2018,HONEYWELL INTERNATIONAL INC,18180,6765,41802,,,
USD,STD,INDL,HON,2019,HONEYWELL INTERNATIONAL INC,18494,6143,36709,,,
USD,STD,INDL,HON,2020,HONEYWELL INTERNATIONAL INC,17549,4779,32637,,,
USD,STD,INDL,HON,2021,HONEYWELL INTERNATIONAL INC,18569,5542,34392,,,
USD,STD,INDL,HON,2022,HONEYWELL INTERNATIONAL INC,16697,4966,35466,,,
USD,STD,INDL,HON,2023,HONEYWELL INTERNATIONAL INC,15856,5658,36662,,,
USD,STD,INDL,HON,2024,HONEYWELL INTERNATIONAL INC,18619,5705,38498,,,
USD,STD,INDL,HON,2025,HONEYWELL INTERNATIONAL INC,15440,5139,37442,,,
USD,STD,FS,AXP,2010,AMERICAN EXPRESS CO,16230,,30242,,,
USD,STD,INDL,AXP,2010,AMERICAN EXPRESS CO,16230,4057,30242,,,
USD,STD,FS,AXP,2011,AMERICAN EXPRESS CO,18794,,32282,,,
USD,STD,INDL,AXP,2011,AMERICAN EXPRESS CO,18794,4935,32282,,,
USD,STD,FS,AXP,2012,AMERICAN EXPRESS CO,18886,,33808,,,
USD,STD,INDL,AXP,2012,AMERICAN EXPRESS CO,18886,4482,33808,,,
USD,STD,FS,AXP,2013,AMERICAN EXPRESS CO,19496,,34932,,,
USD,STD,INDL,AXP,2013,AMERICAN EXPRESS CO,19496,5359,34932,,,
USD,STD,FS,AXP,2014,AMERICAN EXPRESS CO,20673,,35280,,,
USD,STD,INDL,AXP,2014,AMERICAN EXPRESS CO,20673,5885,35280,,,
USD,STD,FS,AXP,2015,AMERICAN EXPRESS CO,20673,,34441,,,
USD,STD,INDL,AXP,2015,AMERICAN EXPRESS CO,20673,5163,34441,,,
USD,STD,FS,AXP,2016,AMERICAN EXPRESS CO,20501,,33823,,,
USD,STD,INDL,AXP,2016,AMERICAN EXPRESS CO,20501,5408,33823,,,
USD,STD,FS,AXP,2017,AMERICAN EXPRESS CO,18227,,35583,,,
USD,STD,INDL,AXP,2017,AMERICAN EXPRESS CO,18227,2736,35583,,,
USD,STD,FS,AXP,2018,AMERICAN EXPRESS CO,22290,,43281,,,
USD,STD,INDL,AXP,2018,AMERICAN EXPRESS CO,22290,6921,43281,,,
USD,STD,FS,AXP,2019,AMERICAN EXPRESS CO,23071,,47020,,,
USD,STD,INDL,AXP,2019,AMERICAN EXPRESS CO,23071,6759,47020,,,
USD,STD,FS,AXP,2020,AMERICAN EXPRESS CO,22984,,38185,,,
USD,STD,INDL,AXP,2020,AMERICAN EXPRESS CO,22984,3135,38185,,,
USD,STD,FS,AXP,2021,AMERICAN EXPRESS CO,22177,,44430,,,
USD,STD,INDL,AXP,2021,AMERICAN EXPRESS CO,22177,8060,43663,,,
USD,STD,FS,AXP,2022,AMERICAN EXPRESS CO,24711,,55323,,,
USD,STD,INDL,AXP,2022,AMERICAN EXPRESS CO,24711,7514,55625,,,
USD,STD,FS,AXP,2023,AMERICAN EXPRESS CO,28057,,67212,,,
USD,STD,INDL,AXP,2023,AMERICAN EXPRESS CO,28057,8374,67364,,,
USD,STD,FS,AXP,2024,AMERICAN EXPRESS CO,30264,,74201,,,
USD,STD,INDL,AXP,2024,AMERICAN EXPRESS CO,30264,10129,74201,,,
USD,STD,INDL,AXP,2025,AMERICAN EXPRESS CO,33474,10833,80463,,,
USD,STD,FS,AIG,2010,AMERICAN INTERNATIONAL GROUP,85319,,77464,,,
USD,STD,INDL,AIG,2010,AMERICAN INTERNATIONAL GROUP,85319,7786,76791,,,
USD,STD,FS,AIG,2011,AMERICAN INTERNATIONAL GROUP,104951,,64520,,,
USD,STD,INDL,AIG,2011,AMERICAN INTERNATIONAL GROUP,104951,17798,64353,,,
USD,STD,FS,AIG,2012,AMERICAN INTERNATIONAL GROUP,98002,,66260,,,
USD,STD,INDL,AIG,2012,AMERICAN INTERNATIONAL GROUP,98002,3438,65890,,,
USD,STD,FS,AIG,2013,AMERICAN INTERNATIONAL GROUP,100470,,68026,,,
USD,STD,INDL,AIG,2013,AMERICAN INTERNATIONAL GROUP,100470,9085,67375,,,
USD,STD,FS,AIG,2014,AMERICAN INTERNATIONAL GROUP,106898,,64116,,,
USD,STD,INDL,AIG,2014,AMERICAN INTERNATIONAL GROUP,106898,7529,63004,,,
USD,STD,FS,AIG,2015,AMERICAN INTERNATIONAL GROUP,89658,,58750,,,
USD,STD,INDL,AIG,2015,AMERICAN INTERNATIONAL GROUP,89658,2196,57817,,,
USD,STD,FS,AIG,2016,AMERICAN INTERNATIONAL GROUP,76300,,53321,,,
USD,STD,INDL,AIG,2016,AMERICAN INTERNATIONAL GROUP,76300,-849,53549,,,
USD,STD,FS,AIG,2017,AMERICAN INTERNATIONAL GROUP,65171,,50081,,,
USD,STD,INDL,AIG,2017,AMERICAN INTERNATIONAL GROUP,65171,-6084,49004,,,
USD,STD,FS,AIG,2018,AMERICAN INTERNATIONAL GROUP,56361,,47909,,,
USD,STD,INDL,AIG,2018,AMERICAN INTERNATIONAL GROUP,56361,-6,47560,,,
USD,STD,FS,AIG,2019,AMERICAN INTERNATIONAL GROUP,65675,,49987,,,
USD,STD,INDL,AIG,2019,AMERICAN INTERNATIONAL GROUP,65675,3348,49310,,,
USD,STD,FS,AIG,2020,AMERICAN INTERNATIONAL GROUP,66362,,44379,,,
USD,STD,INDL,AIG,2020,AMERICAN INTERNATIONAL GROUP,66362,-5944,43358,,,
USD,STD,FS,AIG,2021,AMERICAN INTERNATIONAL GROUP,65956,,52521,,,
USD,STD,INDL,AIG,2021,AMERICAN INTERNATIONAL GROUP,65956,9388,52046,,,
USD,STD,FS,AIG,2022,AMERICAN INTERNATIONAL GROUP,40002,,56879,,,
USD,STD,INDL,AIG,2022,AMERICAN INTERNATIONAL GROUP,40002,10276,56332,,,
USD,STD,FS,AIG,2023,AMERICAN INTERNATIONAL GROUP,45351,,48230,,,
USD,STD,INDL,AIG,2023,AMERICAN INTERNATIONAL GROUP,45351,3643,46682,,,
USD,STD,FS,AIG,2024,AMERICAN INTERNATIONAL GROUP,42521,,27535,,,
USD,STD,INDL,AIG,2024,AMERICAN INTERNATIONAL GROUP,42521,-1404,27004,,,
USD,STD,INDL,AMGN,2010,AMGEN INC,23944,4627,15053,,,
USD,STD,INDL,AMGN,2011,AMGEN INC,19029,3683,15582,,,
USD,STD,INDL,AMGN,2012,AMGEN INC,19060,4345,17265,,,
USD,STD,INDL,AMGN,2013,AMGEN INC,22096,5081,18676,,,
USD,STD,INDL,AMGN,2014,AMGEN INC,25778,5158,20063,,,
USD,STD,INDL,AMGN,2015,AMGEN INC,28083,6939,21662,,,
USD,STD,INDL,AMGN,2016,AMGEN INC,29875,7722,22991,,,
USD,STD,INDL,AMGN,2017,AMGEN INC,25241,1979,22849,,,
USD,STD,INDL,AMGN,2018,AMGEN INC,12500,8394,23747,,,
USD,STD,INDL,AMGN,2019,AMGEN INC,9673,7842,23362,,,
USD,STD,INDL,AMGN,2020,AMGEN INC,9409,7264,25424,,,
USD,STD,INDL,AMGN,2021,AMGEN INC,6700,5893,25979,,,
USD,STD,INDL,AMGN,2022,AMGEN INC,3661,6552,26323,,,
USD,STD,INDL,AMGN,2023,AMGEN INC,6232,6717,28190,,,
USD,STD,INDL,AMGN,2024,AMGEN INC,5877,4090,33424,,,
USD,STD,INDL,AMGN,2025,AMGEN INC,8658,7711,36751,,,
USD,STD,INDL,AAPL,2010,APPLE INC,47791,14013,65225,,,
USD,STD,INDL,AAPL,2011,APPLE INC,76615,25922,108249,,,
USD,STD,INDL,AAPL,2012,APPLE INC,118210,41733,156508,,,
USD,STD,INDL,AAPL,2013,APPLE INC,123549,37037,170910,,,
USD,STD,INDL,AAPL,2014,APPLE INC,111547,39510,182795,,,
USD,STD,INDL,AAPL,2015,APPLE INC,119355,53394,233715,,,
USD,STD,INDL,AAPL,2016,APPLE INC,128249,45687,215091,,,
USD,STD,INDL,AAPL,2017,APPLE INC,134047,48351,229234,,,
USD,STD,INDL,AAPL,2018,APPLE INC,107147,59531,265359,,,
USD,STD,INDL,AAPL,2019,APPLE INC,90488,55256,260174,,,
USD,STD,INDL,AAPL,2020,APPLE INC,65339,57411,274515,,,
USD,STD,INDL,AAPL,2021,APPLE INC,63090,94680,365817,,,
USD,STD,INDL,AAPL,2022,APPLE INC,50672,99803,394328,,,
USD,STD,INDL,AAPL,2023,APPLE INC,62146,96995,383285,,,
USD,STD,INDL,AAPL,2024,APPLE INC,56950,93736,391035,,,
USD,STD,INDL,AAPL,2025,APPLE INC,73733,112010,416161,,,
USD,STD,FS,BK,2010,BANK OF NEW YORK MELLON CORP,32354,,13597,,,
USD,STD,INDL,BK,2010,BANK OF NEW YORK MELLON CORP,32354,2518,14483,,,
USD,STD,FS,BK,2011,BANK OF NEW YORK MELLON CORP,33417,,14388,,,
USD,STD,INDL,BK,2011,BANK OF NEW YORK MELLON CORP,33417,2516,15236,,,
USD,STD,FS,BK,2012,BANK OF NEW YORK MELLON CORP,36431,,14397,,,
USD,STD,INDL,BK,2012,BANK OF NEW YORK MELLON CORP,36431,2445,15089,,,
USD,STD,FS,BK,2013,BANK OF NEW YORK MELLON CORP,37521,,14652,,,
USD,STD,INDL,BK,2013,BANK OF NEW YORK MELLON CORP,37521,2111,15326,,,
USD,STD,FS,BK,2014,BANK OF NEW YORK MELLON CORP,37441,,14640,,,
USD,STD,INDL,BK,2014,BANK OF NEW YORK MELLON CORP,37441,2567,15210,,,
USD,STD,FS,BK,2015,BANK OF NEW YORK MELLON CORP,38037,,14726,,,
USD,STD,INDL,BK,2015,BANK OF NEW YORK MELLON CORP,38037,3158,15494,,,
USD,STD,FS,BK,2016,BANK OF NEW YORK MELLON CORP,38811,,14973,,,
USD,STD,INDL,BK,2016,BANK OF NEW YORK MELLON CORP,38811,3547,15674,,,
USD,STD,FS,BK,2017,BANK OF NEW YORK MELLON CORP,41251,,15949,,,
USD,STD,INDL,BK,2017,BANK OF NEW YORK MELLON CORP,41251,4090,16617,,,
USD,STD,FS,BK,2018,BANK OF NEW YORK MELLON CORP,40638,,18481,,,
USD,STD,INDL,BK,2018,BANK OF NEW YORK MELLON CORP,40638,4266,19213,,,
USD,STD,FS,BK,2019,BANK OF NEW YORK MELLON CORP,41483,,19353,,,
USD,STD,INDL,BK,2019,BANK OF NEW YORK MELLON CORP,41483,4441,20007,,,
USD,STD,FS,BK,2020,BANK OF NEW YORK MELLON CORP,45801,,16151,,,
USD,STD,INDL,BK,2020,BANK OF NEW YORK MELLON CORP,45801,3617,16940,,,
USD,STD,FS,BK,2021,BANK OF NEW YORK MELLON CORP,43034,,15359,,,
USD,STD,INDL,BK,2021,BANK OF NEW YORK MELLON CORP,43034,3759,16158,,,
USD,STD,FS,BK,2022,BANK OF NEW YORK MELLON CORP,40734,,19169,,,
USD,STD,INDL,BK,2022,BANK OF NEW YORK MELLON CORP,40734,2573,19991,,,
USD,STD,FS,BK,2023,BANK OF NEW YORK MELLON CORP,40874,,33174,,,
USD,STD,INDL,BK,2023,BANK OF NEW YORK MELLON CORP,40874,3286,33805,,,
USD,STD,FS,BK,2024,BANK OF NEW YORK MELLON CORP,41318,,39226,,,
USD,STD,INDL,BK,2024,BANK OF NEW YORK MELLON CORP,41318,4530,39914,,,
USD,STD,FS,BK,2025,BANK OF NEW YORK MELLON CORP,44313,,40004,,,
USD,STD,INDL,BK,2025,BANK OF NEW YORK MELLON CORP,44313,5549,40710,,,
USD,STD,INDL,VZ,2010,VERIZON COMMUNICATIONS INC,38569,2549,106800,,,
USD,STD,INDL,VZ,2011,VERIZON COMMUNICATIONS INC,35970,2404,110875,,,
USD,STD,INDL,VZ,2012,VERIZON COMMUNICATIONS INC,33157,875,115846,,,
USD,STD,INDL,VZ,2013,VERIZON COMMUNICATIONS INC,38836,11497,120550,,,
USD,STD,INDL,VZ,2014,VERIZON COMMUNICATIONS INC,12298,9625,127079,,,
USD,STD,INDL,VZ,2015,VERIZON COMMUNICATIONS INC,16428,17879,131620,,,
USD,STD,INDL,VZ,2016,VERIZON COMMUNICATIONS INC,22524,13127,125980,,,
USD,STD,INDL,VZ,2017,VERIZON COMMUNICATIONS INC,43096,30101,126034,,,
USD,STD,INDL,VZ,2018,VERIZON COMMUNICATIONS INC,53145,15528,130863,,,
USD,STD,INDL,VZ,2019,VERIZON COMMUNICATIONS INC,61395,19265,131868,,,
USD,STD,INDL,VZ,2020,VERIZON COMMUNICATIONS INC,67842,17801,128292,,,
USD,STD,INDL,VZ,2021,VERIZON COMMUNICATIONS INC,81790,22065,133613,,,
USD,STD,INDL,VZ,2022,VERIZON COMMUNICATIONS INC,91144,21256,136835,,,
USD,STD,INDL,VZ,2023,VERIZON COMMUNICATIONS INC,92430,11614,133974,,,
USD,STD,INDL,VZ,2024,VERIZON COMMUNICATIONS INC,99237,17506,134788,,,
USD,STD,INDL,VZ,2025,VERIZON COMMUNICATIONS INC,104460,17174,138191,,,
USD,STD,FS,BRK.B,2010,BERKSHIRE HATHAWAY,157318,,135256,,,
USD,STD,INDL,BRK.B,2010,BERKSHIRE HATHAWAY,157318,12967,135028,,,
USD,STD,FS,BRK.B,2011,BERKSHIRE HATHAWAY,164850,,143688,,,
USD,STD,INDL,BRK.B,2011,BERKSHIRE HATHAWAY,164850,10254,143570,,,
USD,STD,FS,BRK.B,2012,BERKSHIRE HATHAWAY,187647,,162463,,,
USD,STD,INDL,BRK.B,2012,BERKSHIRE HATHAWAY,187647,14824,162264,,,
USD,STD,FS,BRK.B,2013,BERKSHIRE HATHAWAY,221890,,182150,,,
USD,STD,INDL,BRK.B,2013,BERKSHIRE HATHAWAY,221890,19476,182297,,,
USD,STD,FS,BRK.B,2014,BERKSHIRE HATHAWAY,240170,,194673,,,
USD,STD,INDL,BRK.B,2014,BERKSHIRE HATHAWAY,240170,19872,194706,,,
USD,STD,FS,BRK.B,2015,BERKSHIRE HATHAWAY,255550,,210821,,,
USD,STD,INDL,BRK.B,2015,BERKSHIRE HATHAWAY,255550,24083,210943,,,
USD,STD,FS,BRK.B,2016,BERKSHIRE HATHAWAY,283001,,224527,,,
USD,STD,INDL,BRK.B,2016,BERKSHIRE HATHAWAY,283001,24074,223604,,,
USD,STD,FS,BRK.B,2017,BERKSHIRE HATHAWAY,348296,,245075,,,
USD,STD,INDL,BRK.B,2017,BERKSHIRE HATHAWAY,348296,44940,242137,,,
USD,STD,FS,BRK.B,2018,BERKSHIRE HATHAWAY,348703,,223215,,,
USD,STD,INDL,BRK.B,2018,BERKSHIRE HATHAWAY,348703,4021,225382,,,
USD,STD,FS,BRK.B,2019,BERKSHIRE HATHAWAY,424791,,328399,,,
USD,STD,INDL,BRK.B,2019,BERKSHIRE HATHAWAY,424791,81417,327223,,,
USD,STD,FS,BRK.B,2020,BERKSHIRE HATHAWAY,443164,,286982,,,
USD,STD,INDL,BRK.B,2020,BERKSHIRE HATHAWAY,443164,42521,286256,,,
USD,STD,FS,BRK.B,2021,BERKSHIRE HATHAWAY,506199,,355631,,,
USD,STD,INDL,BRK.B,2021,BERKSHIRE HATHAWAY,506199,89795,354636,,,
USD,STD,FS,BRK.B,2022,BERKSHIRE HATHAWAY,472360,,236053,,,
USD,STD,INDL,BRK.B,2022,BERKSHIRE HATHAWAY,472360,-22819,234190,,,
USD,STD,FS,BRK.B,2023,BERKSHIRE HATHAWAY,561273,,438310,,,
USD,STD,INDL,BRK.B,2023,BERKSHIRE HATHAWAY,561273,96223,436337,,,
USD,STD,FS,BRK.B,2024,BERKSHIRE HATHAWAY,649368,,426073,,,
USD,STD,INDL,BRK.B,2024,BERKSHIRE HATHAWAY,649368,88995,424232,,,
USD,STD,INDL,BA,2010,BOEING CO,2766,3307,64306,,,
USD,STD,INDL,BA,2011,BOEING CO,3515,4018,68735,,,
USD,STD,INDL,BA,2012,BOEING CO,5867,3900,81698,,,
USD,STD,INDL,BA,2013,BOEING CO,14875,4585,86623,,,
USD,STD,INDL,BA,2014,BOEING CO,8665,5446,90762,,,
USD,STD,INDL,BA,2015,BOEING CO,6335,5176,96114,,,
USD,STD,INDL,BA,2016,BOEING CO,817,4895,94571,,,
USD,STD,INDL,BA,2017,BOEING CO,355,8197,93392,,,
USD,STD,INDL,BA,2018,BOEING CO,339,10460,101127,,,
USD,STD,INDL,BA,2019,BOEING CO,-8617,-636,84818,,,
USD,STD,INDL,BA,2020,BOEING CO,-18316,-11873,58656,,,
USD,STD,INDL,BA,2021,BOEING CO,-14999,-4202,62272,,,
USD,STD,INDL,BA,2022,BOEING CO,-15883,-4935,66608,,,
USD,STD,INDL,BA,2023,BOEING CO,-17233,-2222,77794,,,
USD,STD,INDL,BA,2024,BOEING CO,-3908,-11817,66960,,,
USD,STD,INDL,BA,2025,BOEING CO,5454,2235,89463,,,
USD,STD,INDL,BMY,2024,BRISTOL-MYERS SQUIBB CO,16335,-8948,48300,,,
USD,STD,INDL,BMY,2010,BRISTOL-MYERS SQUIBB CO,15713,3102,19484,,,
USD,STD,INDL,BMY,2011,BRISTOL-MYERS SQUIBB CO,15956,3709,21244,,,
USD,STD,INDL,BMY,2012,BRISTOL-MYERS SQUIBB CO,13623,1960,17621,,,
USD,STD,INDL,BMY,2013,BRISTOL-MYERS SQUIBB CO,15154,2563,16385,,,
USD,STD,INDL,BMY,2014,BRISTOL-MYERS SQUIBB CO,14852,2004,15879,,,
USD,STD,INDL,BMY,2015,BRISTOL-MYERS SQUIBB CO,14266,1565,16560,,,
USD,STD,INDL,BMY,2016,BRISTOL-MYERS SQUIBB CO,16177,4457,19427,,,
USD,STD,INDL,BMY,2017,BRISTOL-MYERS SQUIBB CO,11741,1007,20776,,,
USD,STD,INDL,BMY,2018,BRISTOL-MYERS SQUIBB CO,14031,4920,22561,,,
USD,STD,INDL,BMY,2019,BRISTOL-MYERS SQUIBB CO,51598,3439,26145,,,
USD,STD,INDL,BMY,2020,BRISTOL-MYERS SQUIBB CO,37822,-9015,42518,,,
USD,STD,INDL,BMY,2021,BRISTOL-MYERS SQUIBB CO,35946,6994,46385,,,
USD,STD,INDL,BMY,2022,BRISTOL-MYERS SQUIBB CO,31061,6327,46159,,,
USD,STD,INDL,BMY,2023,BRISTOL-MYERS SQUIBB CO,29430,8025,45006,,,
USD,STD,INDL,CAT,2010,CATERPILLAR INC,10824,2700,42588,,,
USD,STD,INDL,CAT,2011,CATERPILLAR INC,12883,4928,60138,,,
USD,STD,INDL,CAT,2012,CATERPILLAR INC,17532,5681,65875,,,
USD,STD,INDL,CAT,2013,CATERPILLAR INC,20811,3789,55656,,,
USD,STD,INDL,CAT,2014,CATERPILLAR INC,16746,3695,55184,,,
USD,STD,INDL,CAT,2015,CATERPILLAR INC,14809,2102,47011,,,
USD,STD,INDL,CAT,2016,CATERPILLAR INC,13137,-67,38537,,,
USD,STD,INDL,CAT,2017,CATERPILLAR INC,13697,754,45462,,,
USD,STD,INDL,CAT,2018,CATERPILLAR INC,14039,6147,54722,,,
USD,STD,INDL,CAT,2019,CATERPILLAR INC,14588,6093,53800,,,
USD,STD,INDL,CAT,2020,CATERPILLAR INC,15331,2998,41748,,,
USD,STD,INDL,CAT,2021,CATERPILLAR INC,16484,6489,50971,,,
USD,STD,INDL,CAT,2022,CATERPILLAR INC,15869,6705,59427,,,
USD,STD,INDL,CAT,2023,CATERPILLAR INC,19494,10335,67060,,,
USD,STD,INDL,CAT,2024,CATERPILLAR INC,19491,10792,64809,,,
USD,STD,INDL,CAT,2025,CATERPILLAR INC,21318,8884,67589,,,
USD,STD,FS,JPM,2010,JPMORGAN CHASE & CO,176106,,115475,,,
USD,STD,INDL,JPM,2010,JPMORGAN CHASE & CO,176106,17370,115475,,,
USD,STD,FS,JPM,2011,JPMORGAN CHASE & CO,183573,,110838,,,
USD,STD,INDL,JPM,2011,JPMORGAN CHASE & CO,183573,18976,110838,,,
USD,STD,FS,JPM,2012,JPMORGAN CHASE & CO,204069,,107084,,,
USD,STD,INDL,JPM,2012,JPMORGAN CHASE & CO,204069,21284,107084,,,
USD,STD,FS,JPM,2013,JPMORGAN CHASE & CO,211178,,105790,,,
USD,STD,INDL,JPM,2013,JPMORGAN CHASE & CO,211178,17923,105790,,,
USD,STD,FS,JPM,2014,JPMORGAN CHASE & CO,232065,,102102,,,
USD,STD,INDL,JPM,2014,JPMORGAN CHASE & CO,232065,21762,102102,,,
USD,STD,FS,JPM,2015,JPMORGAN CHASE & CO,247573,,100492,,,
USD,STD,INDL,JPM,2015,JPMORGAN CHASE & CO,247573,24442,100492,,,
USD,STD,FS,JPM,2016,JPMORGAN CHASE & CO,254190,,105486,,,
USD,STD,INDL,JPM,2016,JPMORGAN CHASE & CO,254190,24733,105486,,,
USD,STD,FS,JPM,2017,JPMORGAN CHASE & CO,255693,,113254,,,
USD,STD,INDL,JPM,2017,JPMORGAN CHASE & CO,255693,24441,113254,,,
USD,STD,FS,JPM,2018,JPMORGAN CHASE & CO,256515,,131412,,,
USD,STD,INDL,JPM,2018,JPMORGAN CHASE & CO,256515,32474,131412,,,
USD,STD,FS,JPM,2019,JPMORGAN CHASE & CO,261330,,142422,,,
USD,STD,INDL,JPM,2019,JPMORGAN CHASE & CO,261330,36431,142422,,,
USD,STD,FS,JPM,2020,JPMORGAN CHASE & CO,279354,,129503,,,
USD,STD,INDL,JPM,2020,JPMORGAN CHASE & CO,279354,29131,129503,,,
USD,STD,FS,JPM,2021,JPMORGAN CHASE & CO,294127,,127202,,,
USD,STD,INDL,JPM,2021,JPMORGAN CHASE & CO,294127,48334,127202,,,
USD,STD,FS,JPM,2022,JPMORGAN CHASE & CO,292332,,154792,,,
USD,STD,INDL,JPM,2022,JPMORGAN CHASE & CO,292332,37676,154792,,,
USD,STD,FS,JPM,2023,JPMORGAN CHASE & CO,327878,,236311,,,
USD,STD,INDL,JPM,2023,JPMORGAN CHASE & CO,327878,49552,236311,,,
USD,STD,FS,JPM,2024,JPMORGAN CHASE & CO,344758,,278803,,,
USD,STD,INDL,JPM,2024,JPMORGAN CHASE & CO,344758,58471,278803,,,
USD,STD,FS,JPM,2025,JPMORGAN CHASE & CO,362438,,279717,,,
USD,STD,INDL,JPM,2025,JPMORGAN CHASE & CO,362438,57048,279717,,,
USD,STD,INDL,CVX,2010,CHEVRON CORP,105081,19024,189607,,,
USD,STD,INDL,CVX,2011,CHEVRON CORP,121382,26895,236286,,,
USD,STD,INDL,CVX,2012,CHEVRON CORP,136524,26179,222580,,,
USD,STD,INDL,CVX,2013,CHEVRON CORP,149113,21423,211664,,,
USD,STD,INDL,CVX,2014,CHEVRON CORP,155028,19241,192308,,,
USD,STD,INDL,CVX,2015,CHEVRON CORP,152716,4587,122566,,,
USD,STD,INDL,CVX,2016,CHEVRON CORP,145556,-497,103310,,,
USD,STD,INDL,CVX,2017,CHEVRON CORP,148124,9195,127485,,,
USD,STD,INDL,CVX,2018,CHEVRON CORP,154554,14824,158902,,,
USD,STD,INDL,CVX,2019,CHEVRON CORP,144213,2924,139865,,,
USD,STD,INDL,CVX,2020,CHEVRON CORP,131688,-5543,94471,,,
USD,STD,INDL,CVX,2021,CHEVRON CORP,139067,15625,155606,,,
USD,STD,INDL,CVX,2022,CHEVRON CORP,159282,35465,235717,,,
USD,STD,INDL,CVX,2023,CHEVRON CORP,160957,21369,196913,,,
USD,STD,INDL,CVX,2024,CHEVRON CORP,152318,17661,193414,,,
USD,STD,INDL,KO,2010,COCA-COLA CO,31003,11809,35119,,,
USD,STD,INDL,KO,2011,COCA-COLA CO,31635,8572,46565,,,
USD,STD,INDL,KO,2012,COCA-COLA CO,32790,9019,48017,,,
USD,STD,INDL,KO,2013,COCA-COLA CO,33173,8584,46854,,,
USD,STD,INDL,KO,2014,COCA-COLA CO,30320,7098,45998,,,
USD,STD,INDL,KO,2015,COCA-COLA CO,25554,7351,44294,,,
USD,STD,INDL,KO,2016,COCA-COLA CO,23062,6527,41863,,,
USD,STD,INDL,KO,2017,COCA-COLA CO,17072,1248,35410,,,
USD,STD,INDL,KO,2018,COCA-COLA CO,16981,6434,31856,,,
USD,STD,INDL,KO,2019,COCA-COLA CO,18981,8920,37266,,,
USD,STD,INDL,KO,2020,COCA-COLA CO,19299,7747,33014,,,
USD,STD,INDL,KO,2021,COCA-COLA CO,22999,9771,38655,,,
